,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
13,Aadhvi Travels,@AadhviTravels,2022-12-20T05:21:38.000Z,"Aadhvi Travels
@AadhviTravels
·
20 Dec 2022","Auli is India's premier skiing destination. Enjoy India's longest cable ride over snowy slopes.

For more information on bookings, don't hesitate to get in touch with us at +91 9108713454 / tours@aadhvi.in

#auli  #skiing #snow  #bestdeals #joshimath #cableride #aadhvitravels
208",,,,,['https://pbs.twimg.com/media/FkZa767acAAVJux?format=jpg&name=small'],https://twitter.com/AadhviTravels/status/1605070901254684672
14,Developing Uttarakhand,@DevelopingUtk,2022-12-21T02:09:31.000Z,"Developing Uttarakhand
@DevelopingUtk
·
21 Dec 2022","Cracks in the houses of 300 families of Joshimath
https://youtu.be/WoKk7TZqraM
#joshimath
#Uttarakhand
youtube.com
Joshimath's steps towards the terrible tragedy || Garhwal #joshimathsinking News...
Cracks in 300 families of Joshimath .... ..Report ByPushpender Singh NegiAppeal:-I have a right to have a wholesome point of view on any given case or ...
61",,,,,['https://pbs.twimg.com/card_img/1613341445527830528/tL1-M8LY?format=jpg&name=240x240'],https://twitter.com/DevelopingUtk/status/1605384942846111744
15,Anoop Nautiyal,@Anoopnautiyal1,2022-12-22T04:08:13.000Z,"Anoop Nautiyal
@Anoopnautiyal1
·
22 Desi 2022","I am concerned with reports of sinking of #Joshimath town. Based on field surveys, govt experts have also expressed concerns. I urge 
@OfficeofDhami
 to initiate immediate measures to ensure safety of people/town which is the gateway for Badrinath, Hemkund Sahib, Auli, others!
4
27
86
3,763",,4,27,86,['https://pbs.twimg.com/media/Fkjd2m6aYAADN5w?format=jpg&name=small'],https://twitter.com/Anoopnautiyal1/status/1605777200288043009
16,ARJIT KHARE,@ArjitkhareINC,2022-12-22T04:06:47.000Z,"Unearned
@arjitkhareinak
·
22 Desi 2022","Mountains of Uttarakhand are rapidly sinking: danger on country's longest Joshimath-Auli ropeway, 36 families shifted
Glaciers are melting due to indiscriminate construction work. The process of mountain subsidence is speeding up.
#uttrakhand
#joshimath #badrinath
1
3
461",,,1,3,['https://pbs.twimg.com/media/Fkjdg_EUAAAZeyU?format=jpg&name=small'],https://twitter.com/ArjitkhareINC/status/1605776843117719552
17,Lampata Basu | Lampta Basu | Lumpta Basu,@SirLampataBasu,2022-12-23T04:06:52.000Z,"Lampata Basu Lampta Basu Lampta Basu
@SirLampataBasu
·
23 Dec 2022","The kind of indifference that is being exercised at the level of governance regarding the city of #Joshimath is creating frightening situations! There are also many important offices and residences of the Government of India in this city of high Himalayan region. The speed with which the city is going under the threat, there is no such speed to save it!
1
1
11
425",,1,1,11,[],https://twitter.com/SirLampataBasu/status/1606139248075104256
18,The Lallantop,@TheLallantop,2022-12-24T14:41:05.000Z,"The Lallantop
@TheLallantop
·
24 Dec 2022","In many areas of Joshimath, people's houses are sinking under the ground. Cracks are coming on the walls. Local people say that this has been happening for many days. People are scared, they are worried about their safety.
#joshimath
thellantop.com
Land sinking in Uttarakhand, huge cracks on the walls, people on the streets
Local people say that in the last one year, the incidents of land subsidence have increased a lot in Joshimath.
22
187
12.6K",,,22,187,['https://pbs.twimg.com/card_img/1614462370180468736/bWKF8Waz?format=jpg&name=small'],https://twitter.com/TheLallantop/status/1606661243909345285
19,Devbhoomi Dialogue,@Devbhoomidialo,2022-12-24T13:51:01.000Z,"Devbhoomi Dialogue
@Devbhoomidialo
·
24 Dec 2022","Joshimath is in danger. There are huge cracks on 300 houses of Joshimath Municipality area. The only demand of the people is that there should be safe rehabilitation immediately. #Joshimath #LandslideEffect #JoshimathSinking #CracksInHouses #Rehabilitation #Uttarakhand
@atulsati1
Devbhoomi Dialogue
@devbhoomidialo
Joshimath, a city of mythological and religious importance, is under threat. There are huge cracks on 300 houses of Joshimath Municipality area. The only demand of the people is that there should be safe rehabilitation immediately. #Joshimath #LandslideEffect #JoshimathSinking #CracksInHouses #Rehabilitation #Utt
2
13
23
2,245",,2,13,23,"['https://pbs.twimg.com/card_img/1615663462696488960/cU-xg7tZ?format=jpg&name=orig', 'https://pbs.twimg.com/profile_images/1512429297549873161/P9wSLYAp_mini.jpg']",https://twitter.com/Devbhoomidialo/status/1606648645289328640
20,enews24x7.in,@enews24x7_in,2022-12-24T11:56:21.000Z,"enews24x7.in
@enews24x7_in
·
24 Dec 2022","There is a sound of destruction in Uttarakhand! Danger on Joshimath-Auli ropeway...

#Joshimath #AuliRopeway #JoshimathAuliRopeway
enews24x7.in
Uttarakhand: Mountains collapsing! Danger on the country's longest Joshimath-Auli ropeway, 513 families in trouble…
Joshimath. Joshimath, the main stop of Badrinath pilgrimage in Uttarakhand, is on the verge of collapse. Here, big cracks have appeared in 513 houses of 9 wards. Five families who came under more danger left their homes.
60",,,,,[],https://twitter.com/enews24x7_in/status/1606619785944616961
21,The Times Of India,@timesofindia,2022-12-25T06:29:17.000Z,"The Times Of India
@timesofindia
·
25 Dec 2022","#Joshimath sinking: Thousands of fearful residents hit road in protest 

Thousands of people staged a protest in Joshimath on Saturday to draw the government’s attention to the issue of their houses developing cracks as a result of the town “slowly sinking”
timesofindia.indiatimes.com
Joshimath sinking: Thousands of fearful residents hit road in protest | Dehradun News - Times of...
Thousands of people staged a protest in Joshimath on Saturday to draw the government’s attention to the issue of their houses developing cracks as a
1
9
5,720",,,1,9,['https://pbs.twimg.com/card_img/1614451867165102081/EZLkddyg?format=jpg&name=small'],https://twitter.com/timesofindia/status/1606899866814525441
22,kautilyasTOI,@kautilyasTOI,2022-12-25T03:51:19.000Z,"scalded
@kavtiliasΤΟΙ
·
25 Dec 2022","#Joshimath sinking: Thousands of fearful residents hit road in protest #Uttarakhand
@timesofindia
 @UttarakhandTOI
 https://timesofindia.indiatimes.com/city/dehradun/joshimath-sinking-thousands-of-fearful-residents-hit-road-in-protest/articleshow/96488198.cms…
Download the TOI app now:
https://timesofindia.onelink.me/mjFd/toisupershare…
timesofindia.indiatimes.com
Joshimath sinking: Thousands of fearful residents hit road in protest | Dehradun News - Times of...
Thousands of people staged a protest in Joshimath on Saturday to draw the government’s attention to the issue of their houses developing cracks as a
1
137",,,,1,['https://pbs.twimg.com/card_img/1614451867165102081/EZLkddyg?format=jpg&name=small'],https://twitter.com/kautilyasTOI/status/1606860113650024448
23,Janjwar Media,@janjwar_com,2022-12-26T16:19:43.000Z,"Janjwar Media
@janjwar_com
·
26 Dec 2022","Everyday Joshimath is sinking into the earth, a city moving towards certain death, people are in panic and the government is in fun #Joshimath #AtulSati #Bignews #Joshimathnews #Uttarakhand #PushkarSinghDhami
The following media contains potentially sensitive content. Change settings
view
2
2
649",,,2,2,[],https://twitter.com/janjwar_com/status/1607410839803559937
24,Ashish,@AshishXL,2022-12-26T16:19:38.000Z,"Ashish
@AshishXL
·
26 Dec 2022","#Joshimath is facing grave crisis because of landslides. Please help citizens 
@pushkardhami
 ji 
@narendramodi
 ji
6
876",☮,,,6,[],https://twitter.com/AshishXL/status/1607410820769800193
25,Sarita Tiwari,@saritatiwariuk,2022-12-26T16:17:55.000Z,"Sarita Tiwari
@saritatiwariuk
·
26 Dec 2022","Joshimath: People came out of their homes, more than 500 buildings on the verge of collapse!

#UTTARAKHAND #JOSHIMATH
6
53
112
8,218",,6,53,112,['https://pbs.twimg.com/ext_tw_video_thumb/1607409552496160770/pu/img/lHqUnYk6v9eA_sHY.jpg'],https://twitter.com/saritatiwariuk/status/1607410388257345538
26,Uttarakhand Tak,@UttarakhandTak,2022-12-26T16:14:16.000Z,"up to Uttarakhand
@Uttarakhand
,
26 Dec 2022","Joshimath: People came out of their homes, more than 500 buildings on the verge of collapse!

#UTTARAKHAND #JOSHIMATH
5
12
639",,,5,12,['https://pbs.twimg.com/ext_tw_video_thumb/1607407837487190021/pu/img/CtDKpwwK5nEDRAq4.jpg'],https://twitter.com/UttarakhandTak/status/1607409471026008065
27,The Earth And Climate Initiative,@TheEarthAndCli1,2022-12-26T09:40:26.000Z,"The Earth And Climate Initiative
@TheEarthAndCli1
·
26 Dec 2022","According to a report, rates have come in 500 houses in all the wards of the city.

Landslide started a year ago and now the whole city is rapidly coming under its grip.

Cracks are also coming at the place where there are ropeway towers.

People are raising the demand for protective measures or displacement
#joshimath
1
10
14
1,024",,1,10,14,"['https://pbs.twimg.com/media/Fk5QPkfaMAA-KaN?format=jpg&name=small', 'https://pbs.twimg.com/media/Fk5QPkdaYAc7vPw?format=jpg&name=small']",https://twitter.com/TheEarthAndCli1/status/1607310356397031429
28,Megha Mann,@mann_megha,2022-12-26T09:40:05.000Z,"Megha Mann
@mann_megha
·
26 Dec 2022","Pls share scientific explanation for this #Joshimath 
@NatGeo
5
7
629",,,5,7,['https://pbs.twimg.com/media/Fk5QJ2kaAAQxnbi?format=jpg&name=small'],https://twitter.com/mann_megha/status/1607310270300553216
29,Amar Ujala Dehradun,@AU_DehradunNews,2022-12-27T07:40:25.000Z,"Amar Ujla Dehradun
@aa_dehradunnews
·
27 Dec 2022","Landslide In Joshimath: Crisis looming over the existence of the city, cracks in 559 houses, this happened in three days

https://amarujala.com/photo-gallery/dehradun/landslide-save-joshimath-movement-cracks-came-in-about-46-houses-in-three-days-uttarakhand-news-in-hindi…

#uttarakhandnews #dehradunnews
@AmarUjalaNews
 #Joshimath #Landslide #cracks
amarujala.com
Landslide In Joshimath: Crisis looming over the existence of the city, cracks in 559 houses, in three days...
Joshimath city is important from ancient, spiritual and strategic point of view but the existence of the city is in danger.
97",,,,,[],https://twitter.com/AU_DehradunNews/status/1607642543516446720
30,MAYANK SHAH,@Mayank_Himalaya,2022-12-27T05:57:51.000Z,"Mayank Shah
@mayank_himalaya
,
27 Dec 2022","Imagine the situation if the locals have to come out of their houses to protest.

Till when the #environment elitist, #development and #hydro lobby hide behind #climatechange & divine disaster when you all know the reason is you.

#joshimath #disaster #dirtyhydro #Uttarakhand
Sarita Tiwari
@saritatiwariuk
,
26 Dec 2022
Joshimath: People came out of their homes, more than 500 buildings on the verge of collapse!

#UTTARAKHAND #JOSHIMATH
3
7
297",,,3,7,"['https://pbs.twimg.com/profile_images/1590657721946497024/-VIZhtEs_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1607409552496160770/pu/img/lHqUnYk6v9eA_sHY.jpg']",https://twitter.com/Mayank_Himalaya/status/1607616733204058112
31,Rahul Namboodri,@Lets_Fact,2022-12-27T02:46:54.000Z,"Rahul Namboodri
@Let's_Fact
·
27 Deck 2022","#joshimath
Sarita Tiwari
@saritatiwariuk
,
26 Dec 2022
Joshimath: People came out of their homes, more than 500 buildings on the verge of collapse!

#UTTARAKHAND #JOSHIMATH
2:04
3,443 views
111",🐶,,,,['https://pbs.twimg.com/profile_images/1590657721946497024/-VIZhtEs_mini.jpg'],https://twitter.com/Lets_Fact/status/1607568678396243968
32,Anoop Nautiyal,@Anoopnautiyal1,2022-12-27T02:43:19.000Z,"Anoop Nautiyal
@Anoopnautiyal1
·
27 Desi 2022","Extremely worrying with all updates about sinking of #Joshimath town in #Uttarakhand. While govt has ordered geological studies, there is a need for speed & extreme urgency. It is advisable to have all back up relief plans in place in case of any sudden mishap in the winter cold.
9
42
110
13K",,9,42,110,[],https://twitter.com/Anoopnautiyal1/status/1607567774943174658
33,HimalayanNewsChannel,@NewsHimalayan,2022-12-28T04:31:48.000Z,"Himalayan News Channel
@NewsHimalayan
·
28 Dec 2022","People are protesting against the frequent landslides in Joshimath, but no one is listening. People took out a procession raising slogans against the Uttarakhand government and administration. Traders also kept the market closed.
(Details in website)
#joshimath
#uttarakhandprotest
https://himalayannews.com/news/joshimath-protest…
70",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1607957383489417216/pu/img/muW-vHb3HbDHJi8M.jpg'],https://twitter.com/NewsHimalayan/status/1607957462988255233
34,Ankit Sharma,@ankitsharmauk,2022-12-28T04:19:41.000Z,"Ankit Sharma
@ankitsharmauk
,
28 Dec 2022","Our mythological and historical heritage Joshimath is moving towards a big danger...!! #joshimath
youtube.com
Joshimath: This city is sinking, is the devastation waiting to happen?
Joshimath: This city is sinking, is the devastation waiting to happen? #joshimath #uttarakhandtak #earthquake #joshimathkhatra #UKT0121For more videos, ...
1
126",,,,1,['https://pbs.twimg.com/card_img/1613205626901102597/lz6RE6LM?format=jpg&name=240x240'],https://twitter.com/ankitsharmauk/status/1607954416526831616
35,Ajit Singh Rathi,@AjitSinghRathi,2022-12-28T02:46:25.000Z,"Ajit Singh Rathi
@AjitSingharati
,
28 Dec 2022","After 75 years of the country's independence, the mobile phone rang in Kalgoth, a remote village of Joshimath block. Till now there was no facility of communication in this village. There is an atmosphere of happiness in the villagers as soon as the phone starts ringing.
#chamolidistrict
#joshimath
#indochainaborder
#uttarakhand
4
13
59
3,595",,4,13,59,['https://pbs.twimg.com/ext_tw_video_thumb/1607930862989119488/pu/img/JRpEN5MnqUOvcJb9.jpg'],https://twitter.com/AjitSinghRathi/status/1607930944140513280
36,Dainik Bhaskar,@DainikBhaskar,2022-12-28T02:25:30.000Z,"Daily newspaper
@Daily newspaper
,
28 Dec 2022","The danger of drowning at Joshi Math, which is called the entrance of Badrinath: Cracks occurred in 500 houses, shops and holts in a year, the team of geologists and engineers investigated
#Badrinath #Uttarakhand #Joshimath
dainik-b.in
Drowning at Joshimath in Uttarakhand.
Many houses-shops and...
1
5
51
3,368",,1,5,51,['https://pbs.twimg.com/card_img/1615612834825572352/NXCC6Ndm?format=jpg&name=small'],https://twitter.com/DainikBhaskar/status/1607925678715928576
37,Ashok Rawat,@dilse1980,2022-12-28T02:20:01.000Z,"Ashok Rawat
@dilse1980
·
28 Dec 2022","@vinodkapri
 @MinakshiKandwal
 @anjileeistwal
 

#joshimath
Anamika Gaur
@ByAnamika
,
27 Dec 2022
A house is a lifetime's income, a support for old age, this poor widow of Joshimath Singhdwar Ward is now seeing her house being broken, cracks in the house, broken courtyard, women's tears are pleading with the government, for help Go, save their houses, save Joshimath #Joshimath @ukcmo
26",,,,,"['https://pbs.twimg.com/profile_images/1568145327064231936/sErOfJ2u_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1607688745133936641/pu/img/oIOeWn-38Wd7Izlk.jpg']",https://twitter.com/dilse1980/status/1607924301457686532
38,Tv9 Gujarati,@tv9gujarati,2022-12-29T14:18:43.000Z,"tv9 gujarati
@tv9gujarati
,
29 Dec 2022","In Uttarakhand's Joshimath, 500 houses have cracked, indiscriminate construction, water inundation due to disorder in drainage system.

#Uttarakhand #joshimath #Dehradun
tv9gujarati.com
Cracks in 500 houses in Uttarakhand's Joshimath, haphazard construction, disorganization in the drainage system...
Shocking news is currently coming out from Uttarakhand. More than 500 houses in Joshimath have been cracked. The reason behind which is shocking.
3
566",,,,3,['https://pbs.twimg.com/card_img/1613733764722475008/qj_PN7nl?format=jpg&name=small'],https://twitter.com/tv9gujarati/status/1608467553411817474
39,Neo News Mathura,@Neo_NeoNews,2022-12-29T10:51:19.000Z,"Neo News Mathura
@Neo_NeoNews
·
29 Dec 2022","https://fb.watch/hJaoXxxNfD/?mibextid=RUbZ1f…

Joshimath – Most of the families of Ravi village are in danger

A major accident can happen at any time

Report- Naveen Singh
#Joshimath #uttarakhandnews
1
1
99",,,1,1,[],https://twitter.com/Neo_NeoNews/status/1608415361791324162
40,Tech & Travel ( Khursheed ),@Khursheed2018,2022-12-29T09:00:52.000Z,"Touch & Travel (Khurshid)
@Khursheed: 2018
·
29 Desi 2022","Mini Pangarchulla Peak. 4480 m & 14600 ft. Joshimath Uttrakhand #joshimath #uttrakhand #pangarchullapeaktrek @ Pangarchulla Peak
instagram.com
Khursheed Ali (@khursheed2007) • Instagram photo
18",,,,,['https://pbs.twimg.com/card_img/1615467334625538056/Ic4ae89m?format=jpg&name=240x240'],https://twitter.com/Khursheed2018/status/1608387564750225410
41,Uttarakhand Student Federation,@USF4YOUTHS,2022-12-29T08:48:55.000Z,"Uttarakhand Student Federation
@USF4YOUTHS
·
29 Dec 2022","The cracks in Joshimath is not the only one we are dealing with. Whole Uttarakhand is parting due to this unhealthy hill policies and unsustainable approach.
#Joshimath
3
22
45
2,292",,3,22,45,"['https://pbs.twimg.com/media/FlIhNEyaYAEDItD?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlIhNgBakAQRG_F?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlIhOVdacAEr9Cr?format=jpg&name=360x360']",https://twitter.com/USF4YOUTHS/status/1608384558256500737
42,Laughing Buddha,@LaughinBudhaa,2022-12-29T06:24:57.000Z,"Laughing Buddha
@LaughinBudhaa
·
29 Dec 2022","Joshimath is a smalltown in Uttarakhand state of India located at 6150 feets height. The town is  'sinking' and cracks have emerged in more than 500 houses .Experts found that several pockets of the city are sinking due to man-made and natural factors. #joshimath #protectnature
1
1
7
519",,1,1,7,"['https://pbs.twimg.com/media/FlIAQbwakAAkwWK?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlIAQ4GakAI6x-R?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlIARPaagAAn5Qi?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlIARrTaUAIPv4Z?format=jpg&name=360x360']",https://twitter.com/LaughinBudhaa/status/1608348325849485312
43,Anoop Nautiyal,@Anoopnautiyal1,2022-12-30T13:52:54.000Z,"Anoop Nautiyal
@Anoopnautiyal1
·
30 Desi 2022","Grateful to #Uttarakhand based paper 
@GarhwalPost1
 for amplifying sinking of #Joshimath town by carrying a small write up penned by me. I sincerely hope that govt & district authorities take urgent steps to arrest damage. This is critical & needs to be addressed on priority.
3
13
45
2,869",,3,13,45,['https://pbs.twimg.com/media/FlOwZNqagAMfabT?format=jpg&name=small'],https://twitter.com/Anoopnautiyal1/status/1608823445391036418
44,The Logical Indian,@LogicalIndians,2022-12-30T12:07:25.000Z,"The Logical Indian
@LogicalIndians
·
30 Dec 2022","The development comes after several reports that Joshimath, which is considered the gateway to Badrinath, a Hindu holy place, is 'sinking' with its numerous houses, shops, and hotels conceiving cracks surfaced. 

#joshimath #sinking #uttarakhand
thelogicalindian.com
Uttarakhand's Joshimath Sinking! Cracks Emerge In Over 500 Buildings, Expert Team Inspects The Town
The development comes after several reports that Joshimath, which is considered the gateway to Badrinath, a Hindu holy place, is 'sinking' with its numerous houses, shops, and hotels conceiving...
615",,,,,['https://pbs.twimg.com/card_img/1614452894991880193/HOGa7T46?format=jpg&name=small'],https://twitter.com/LogicalIndians/status/1608796899364175872
45,Divya Bhaskar,@Divya_Bhaskar,2022-12-30T07:30:00.000Z,"Divya Bhaskar
@Divya_Bhaskar
·
30 Dec 2022","Joshimath of Uttarakhand preparing to sink? Many houses, shops and hotels near Badrinath entrance suddenly got cracks https://divya-b.in/lPd6jLDg7vb
Download Divya Bhaskar News App : http://divya-b.in/mKEP
#Uttarakhand | #Badrinath | #Joshimath
2
58
4,219",,,2,58,['https://pbs.twimg.com/ext_tw_video_thumb/1608065208978935815/pu/img/zByVPJWXQo3wCr0E.jpg'],https://twitter.com/Divya_Bhaskar/status/1608727084725059585
46,Oneindia Hindi,@oneindiaHindi,2022-12-31T08:02:35.000Z,"Oneindia No
@oneindiaHindi
·
31 Dec 2022","Uttrakhand: Cracks in houses in Chamoli's Joshimath, people vacate their houses

https://www.oneindia.com/videos/uttrakhand-cracks-in-houses-in-chamolis-joshimath-people-vacate-their-house-3560858.html…

#Uttarakhand #cracksin500houses #joshimath #dehradun
hindi.oneindia.com
Uttrakhand: Cracks in houses in Chamoli's Joshimath, people vacate their houses - Oneindia
Cracks are coming in people's houses in Joshimath of Chamoli district of Uttarakhand. Due to which people are living in fear. The situation is such that if an earthquake...
115",,,,,[],https://twitter.com/oneindiaHindi/status/1609097671377317888
47,TV9 Uttar Pradesh,@TV9UttarPradesh,2022-12-31T06:20:57.000Z,"TV9 Uttar Pradesh
@TV9UttarPradesh
·
31 Dec 2022","Cracks in the walls due to land subsidence, within a year natural disaster again in Joshimath
#Uttarakhand #joshimath
tv9hindi.com
Cracks in the walls due to land subsidence, within a year natural disaster again in Joshimath
In view of the situation, the people living in these houses have gone out of the house with essential items, but due to lack of any safe place, all these people are currently sitting under the open sky with their wives and children.
161",,,,,[],https://twitter.com/TV9UttarPradesh/status/1609072097288159232
48,Subhash Raturi,@SubhashRaturi,2022-12-31T06:01:58.000Z,"Subhash Raturi
@subhashraturi
,
31 Dec 2022","#Uttarakhand: Due to landslides in Joshimath of Chamoli district of Uttarakhand, large cracks are continuously appearing in many houses, frightened people are looking for safe places after vacating their houses, is this a sign of some big crisis? Government should take necessary steps soon. #joshimath
2
6
360",,,2,6,"['https://pbs.twimg.com/media/FlSN0ENagAAXHMM?format=jpg&name=small', 'https://pbs.twimg.com/media/FlSN0EZakAIZheu?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlSN3P4akAAUqSY?format=jpg&name=360x360']",https://twitter.com/SubhashRaturi/status/1609067318499475458
