,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
10,Simran Sharma,@sharmaji_writes,2023-01-05T07:06:31.000Z,"Simran Sharma
@sharmaji_writes
·
5 Jan","There is no need of paying heed to the #haldwani mess, the more you talk about the more the narrative gets flamed! Instead, tweet regarding #joshimathsinking #Joshimath
1
204",,,,1,[],https://twitter.com/sharmaji_writes/status/1610895503759388677
11,Gaon Connection English,@GaonConnectionE,2023-01-05T08:51:30.000Z,"Gaon Connection English
@GaonConnectionE
·
5 Jan","#Uttarakhand: Sinking of land aggravates in #Joshimath; houses on verge of collapsing, protests erupt

#joshimathsinking
@pushkardhami
 @Anoopnautiyal1
@megha_prakash
 @atulsati1
gaonconnection.com
Uttarakhand: Sinking of land aggravates in Joshimath; houses on verge of collapsing, protests erupt
Uttarakhand’s Joshimath has been in news for its sinking land which is posing a threat to the local residents. The collective anxieties of the residents peaked yesterday after fresh cracks...
1
7
15
2,641",,1,7,15,['https://pbs.twimg.com/card_img/1616002424870940673/ZLdKG1xM?format=jpg&name=small'],https://twitter.com/GaonConnectionE/status/1610921921553784833
12,Nationalist,@Rowdy_Sanghi,2023-01-05T15:04:57.000Z,"Nationalist
@Rowdy_Sanghi
·
5 Jan"," #joshimathsinking and now 
#earthquake 
God save #Joshimath
238",🙏,,,,[],https://twitter.com/Rowdy_Sanghi/status/1611015903923277825
13,First India,@thefirstindia,2023-01-05T05:11:59.000Z,"First India
@thefirstindia
·
5 Jan","Uttarakhand: CM Dhami to visit sinking Joshimath, promises necessary action

https://instagram.com/p/CnBXJQtv-T3/ 

#Uttarakhand #Joshimath #Landslides #JoshimathSinking #UttarakhandLandslide #Landslide #India #News #NewsUpdate #NewsAlert #BreakingNews #TheFirstIndia
1
359",,,,1,"['https://pbs.twimg.com/media/FlryrzTakAExD4m?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlrysUsacAMhTHK?format=png&name=360x360', 'https://pbs.twimg.com/media/FlrysnNaYAArWTp?format=png&name=360x360']",https://twitter.com/thefirstindia/status/1610866680523259907
14,Jumla Buster,@FekuBuster,2023-01-05T07:35:49.000Z,"Jumla Buster
@FekuBuster
·
5 Jan","Dr CP Rajendran adjunct professor at the National Institute of Advanced Studies, Bengaluru.
Among India’s foremost experts on seismo-tectonics, earthquakes and tsunami geology.

But Jumla Sarkar doesn't listen to educated people.

#JoshimathSinking
newsclick.in
The Char Dham Road Project is a Freeway to Disaster: CP Rajendran | NewsClick
Joshimath is a serious warning signal. Any realistic development strategy should balance infra development, acceptable levels of risk, and carrying capacity of the terrai, says the noted expert on...
1
196",,,1,,['https://pbs.twimg.com/card_img/1615970619052507136/-QzDw0nl?format=jpg&name=small'],https://twitter.com/FekuBuster/status/1610902878142578688
15,ABP LIVE,@abplive,2023-01-05T11:40:34.000Z,"ABP LIVE
@abplive
·
5 Jan","#Uttarakhand: An Alarm Was Raised 50 Years Ago Over #Joshimath. Know Everything About The Sinking Hill Town

 #joshimathsinking #JoshimathIsSinking
news.abplive.com
Uttarakhand: An Alarm Was Raised 50 Years Ago Over Joshimath. Know Everything About The Sinking...
People descended on the streets today shouting slogans against an 'idle administration' and staged a chakka jam while the business establishments remained closed.
1
915",,,1,,['https://pbs.twimg.com/card_img/1616136878088146946/UT7bSjv7?format=jpg&name=small'],https://twitter.com/abplive/status/1610964469265600512
16,Zee News English,@ZeeNewsEnglish,2023-01-05T18:22:08.000Z,"Zee News English
@ZeeNewsEnglish
·
5 Jan","Uttarakhand's #Joshimath ‘sinking’: Construction activities banned amid protests; 50 families evacuated so far 

#Uttarakhand #joshimathsinking
zeenews.india.com
Uttarakhand's Joshimath ‘sinking’: Construction activities banned amid protests; 50 families...
So far, 561 houses in different areas of the town have developed cracks, including 153 in Ravigram, 127 in Gandhinagar, 71 in Manoharbagh, 52 in Singhdhar, 50 in Parsari, 29 in Upper Bazar, 27 in...
4
11
2,927",,,4,11,['https://pbs.twimg.com/card_img/1616173124822646787/PVFmFf3N?format=jpg&name=small'],https://twitter.com/ZeeNewsEnglish/status/1611065525949566977
17,India TV,@indiatvnews,2023-01-05T06:37:37.000Z,"India TV
@indiatvnews
·
5 Jan","#joshimathsinking ! #Uttarakhand residents hold torchlight protest after several houses develop cracks

#Joshimath #PushkarSinghDhami
indiatvnews.com
Joshimath sinking! Uttarakhand residents hold torchlight protest after several houses develop cracks
Joshimath sinking: 'Cracks are also increasing on all the main roads of Sunil Ward due to which people are facing a lot of difficulty in walking,' said Shalendar Panwar.
2
3
1,058",,,2,3,['https://pbs.twimg.com/card_img/1616003090884489217/zqL01uOV?format=jpg&name=small'],https://twitter.com/indiatvnews/status/1610888230383276032
18,SANDEEP SINGH RAWAT,@iamsandeeprwt,2023-01-05T13:46:15.000Z,"SANDEEP SINGH RAWAT
@iamsandeeprwt
·
5 Jan","Is this the path of development

हिमालई क्षेत्र की आवाज़ 

#जोशीमठ_बचाओ #joshimathsinking 
#savejoshimath #joshimath
1
11
15
2,647",,1,11,15,['https://pbs.twimg.com/ext_tw_video_thumb/1610996025740918785/pu/img/ciRa9LYMgdsE_pGr.jpg'],https://twitter.com/iamsandeeprwt/status/1610996100248502275
19,Anamika gaur,@ByAnamika,2023-01-05T12:36:24.000Z,"Anamika gaur
@ByAnamika
·
5 Jan","जोशीमठ में दरारे सिर्फ घरों में ही नही बल्कि  यहां के प्राचीन नरसिंह देव मंदिर परिसर में भी आ रहीं है, मंदिर परिसर की सीढ़ियों और जमीन में कुछ दरारें और कई जगह टाइलें कुछ नीचे धंसी है. 
जोशीमठ की सड़कें भी धसने लगी हैं.....

#जोशीमठ_बचाओ 
#Joshimath 
#joshimathsinking
1
9
20
2,188",,1,9,20,"['https://pbs.twimg.com/media/FltYZkSaMAUrak1?format=jpg&name=small', 'https://pbs.twimg.com/media/FltYap5agAIn1zs?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FltYbK8aAAUu1F-?format=jpg&name=360x360']",https://twitter.com/ByAnamika/status/1610978519416475651
20,Abhishek Bhatt,@officialabrk,2023-01-05T14:04:14.000Z,"Abhishek Bhatt
@officialabrk
·
5 Jan","जोशीमठ को बचाना होगा  
पहाड़ी तुझे आगे आना होगा 

#savejoshimath #Save #joshimath  #uttarakhand #uttarakhandi #pahadi #pahad #badrinath #Joshimathsinking #SaveJoshimath 
#savehimalayas #Haldwani
The following media includes potentially sensitive content. Change settings
View
1
1
189",🙏 🔥,,1,1,[],https://twitter.com/officialabrk/status/1611000623285035010
21,Zee Uttar Pradesh Uttarakhand,@ZEEUPUK,2023-01-05T09:11:27.000Z,"Zee Uttar Pradesh Uttarakhand
@ZEEUPUK
·
5 Jan","#Uttarakhand : जोशीमठ में लगातार भू-धंसाव की घटनाएं, घर की दीवारों में पड़ी दरारें  

#Joshimath #joshimathsinking  

Must Watch: 
6:40
259 views
2
8
701",👇 👇,,2,8,[],https://twitter.com/ZEEUPUK/status/1610926941510701056
22,Moneycontrol Hindi,@MoneycontrolH,2023-01-05T14:23:58.000Z,"Moneycontrol Hindi
@MoneycontrolH
·
5 Jan","#Uttarakhand के चमोली जिले के #Joshimath में हो रहे भू-धंसाव ने अब विकराल रूप ले लिया है। दरअसल सोमवार रात को अचानक मकानों में दरारें आने लगीं जिससे पूरे नगर में दहशत फैल गई। जगह जगह जमीन धसने से पानी निकलने लगा। देखिए ये भयावक तस्वीरें!!

#landslide #joshimathsinking #viral
3
17
1,441",,,3,17,['https://pbs.twimg.com/ext_tw_video_thumb/1611004965010702336/pu/img/KqxfpdZWpNxNzGFp.jpg'],https://twitter.com/MoneycontrolH/status/1611005590272356352
23,Sudarshan Jha,@0001sudarshan,2023-01-05T09:27:22.000Z,"Sudarshan Jha
@0001sudarshan
·
5 Jan","अभी विकास की रेल भी चलेगी। वहां की जनता ने दिए है सरकार को और पांच साल।
वहां के रहने वालों को अपना भला देखना होगा। 
देश से गरीबी मिटाने वाले अमीर हो गए वैसे ही ये विकास का आईना है।
#Joshimath #Uttarakhand #joshimathsinking
LP Pant
@pantlp
·
5 Jan
टिहरी डूब गया। अब विकास के गलत फैसलों की कीमत उत्तराखंड का जोशीमठ चुका रहा है। कुछ दिनों पहले ही जोशीमठ से लौटा हूँ।टूटते-बिखरते शहर की चीखती रातें बताती है कि सियासत की धूर्त खामोशी कितनी ख़तरनाक है। राजधानी देहरादून है लेकिन दरक रहे शहर की खड़खड़ाहट वहां भी सुनने वाला कोई नहीं।
318",,,,,"['https://pbs.twimg.com/media/FlstJcjaUAoTvF4?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1532011067085189120/cZRpIuBq_mini.jpg']",https://twitter.com/0001sudarshan/status/1610930949528883202
24,Jumla Buster,@FekuBuster,2023-01-05T07:59:40.000Z,"Jumla Buster
@FekuBuster
·
5 Jan","जो ८००० साल में नहीं हुआ वह मोदी जी ने ८ साल में कर दिखाया।

हर हर महादेव 

#JoshimathSinking
timesnownews.com
Joshimath is sinking: This is what is happening under the ground of this Himalayan town
The Himalayan town of Joshimath is sinking and its residents have been sleeping outdoors in the freezing cold in fear of an imminent collapse of their houses – a number of which have developed huge,...
5
349",,,,5,['https://pbs.twimg.com/card_img/1615966152299012097/pQ-07658?format=jpg&name=small'],https://twitter.com/FekuBuster/status/1610908880401301505
25,pooja yadav,@anchorpooja,2023-01-05T20:02:27.000Z,"pooja yadav
@anchorpooja
·
6 Jan","9 से ज्यादा इलाकों में 561 मकानों में दरारें
क्या आने वाली है बड़ी मुसीबत ?? 
@OfficeofDhami
 
@#Joshimath #joshimathsinking
1
1
14
620",,1,1,14,[],https://twitter.com/anchorpooja/status/1611090774518824961
26,psysachin,@psysachin,2023-01-05T09:21:29.000Z,"psysachin
@psysachin
·
5 Jan","संकट में Badrinath का प्रवेशद्वार जोशीमठ |Ground Report https://youtu.be/SAcbORd0hgo via 
@YouTube
 

#independentmedia 
@hridayeshjoshi
 @nlhindi
 @BeechBazar
 @newslaundry
 
#joshimathsinking #Uttarakhand #india
@BJP4India
 @aajtak
 @CNNnews18
 @TimesNow
 @indiatvnews
 @ZeeNews
 #GodiMedia #BJP
youtube.com
संकट में Badrinath का प्रवेशद्वार Joshimath | Ground Report
#uttarakhand का जोशीमठ इस समय एक गंभीर संकट में है और यह महत्वपूर्ण पहाड़ी शहर धंस रहा है. समुद्र की सतह से करीब 6,000 फीट की ऊंचाई पर स्थित जोशीमठ राज्य के ...
3
7
1,794",,,3,7,['https://pbs.twimg.com/card_img/1615715188044435456/ma5O_Ld1?format=jpg&name=240x240'],https://twitter.com/psysachin/status/1610929468306227201
27,Ritu Bhandari,@ritu3779,2023-01-05T10:09:53.000Z,"Ritu Bhandari
@ritu3779
·
5 Jan","उत्तराखंड: जोशीमठ में 561 घरों में दरारें आ गई हैं और मारवाड़ी के जेपी कॉलोनी में भूमिगत से पानी का रिसाव हो रहा है।
#Uttrakhand #joshimathsinking
3
70",,,,3,[],https://twitter.com/ritu3779/status/1610941648351137799
28,ETVBharat Uttarakhand,@ETVBharatUK,2023-01-05T17:25:43.000Z,"ETVBharat Uttarakhand
@ETVBharatUK
·
5 Jan","#joshimathsinking ...तो 1976 में हो गई थी #जोशीमठ पर खतरे की भविष्यवाणी, मेन सेंट्रल थ्रस्ट बड़ी वजह! #Joshimath #JoshimathIsSinking #जोशीमठ_बचाओ #Uttarakhand #उत्तराखंड
etvbharat.com
तो 1976 में हो गई थी जोशीमठ पर खतरे की भविष्यवाणी मेन सेंट्रल थ्रस्ट बड़ी वजह
इन दिनों जोशीमठ शहर पर खतरे का बादल मंडरा रहा है, जिसको लेकर स्थानीय सहित सरकार और प्रशासन की टेंशन बढ़ी हुई है. लेकिन जोशीमठ पर आए इस खतरे को लेकर साल 1976 में ही भविष्यवाणी कर दी गई थी. इसके बावजूद...
2
2
214",,,2,2,['https://pbs.twimg.com/card_img/1616149730311929884/EF4j79Ia?format=jpg&name=small'],https://twitter.com/ETVBharatUK/status/1611051327634960384
29,PublicTV,@publictvnews,2023-01-05T10:26:33.000Z,"PublicTV
@publictvnews
·
5 Jan","ಜೋಶಿಮಠದಲ್ಲಿ ಬಿರುಕು ಬಿಟ್ಟ 500ಕ್ಕೂ ಹೆಚ್ಚು ಮನೆಗಳು – ನಗರ ಮುಳುಗುವ ಆತಂಕದಲ್ಲಿ ಜನರು https://publictv.in/over-500-houses-cracked-in-uttarakhands-joshimath-people-fear-city-will-sink/…

#Joshimath #JoshimathSinking  #Landslide #Uttarakhand
publictv.in
ಜೋಶಿಮಠದಲ್ಲಿ ಬಿರುಕು ಬಿಟ್ಟ 500ಕ್ಕೂ ಹೆಚ್ಚು ಮನೆಗಳು - ನಗರ ಮುಳುಗುವ ಆತಂಕದಲ್ಲಿ ಜನರು
ಡೆಹ್ರಾಡೂನ್: ಉತ್ತರಾಖಂಡದ (Uttarakhand) ಜೋಶಿಮಠದಲ್ಲಿ (Joshimath) ಇತ್ತೀಚಿನ ದಿನಗಳಲ್ಲಿ 561 ಮನೆಗಳು ಬಿರುಕು (Cracks) ಬಿಟ್ಟಿವೆ. ಕೆಲವು ರಸ್ತೆಗಳಲ್ಲಿಯೂ ಬಿರುಕು ಕಾಣಿಸಿಕೊಂಡಿವೆ. ಜೋಶಿಮಠ ಮುಳುಗುತ್ತಿದೆ (Joshimath Sinking)...
1
13
1,294",,,1,13,[],https://twitter.com/publictvnews/status/1610945843078762497
30,aaspadoos,@aaspadoos,2023-01-05T13:56:24.000Z,"aaspadoos
@aaspadoos
·
5 Jan","Because of Joshimath landslide, various construction project under NTPC Vishnugad Project ordered to stop.
एनटीपीसी की विष्णुगाड़ जलविद्युत परियोजना का कार्य रोकने के आदेश। https://aaspadoos.com/disaster/joshimath/…

#Joshimath #Uttarakhand #LANDSLIDE #joshimathsinking
aaspadoos.com
एनटीपीसी की विष्णुगाड़ जलविद्युत परियोजना का कार्य रोकने के आदेश। - AasPadoos - आस पड़ोस
Order to stop the work of NTPC's Vishnugad Hydroelectric Project.
1
81",,,1,,[],https://twitter.com/aaspadoos/status/1610998651391729670
31,ZEE Odisha News,@ZeeOdisha,2023-01-05T12:18:35.000Z,"ZEE Odisha News
@ZeeOdisha
·
5 Jan","ହୋଟେଲ, ଘର, ରାସ୍ତାରେ ଦେଖାଯାଉଛି ବିପଜ୍ଜନକ ଫାଟ, କାହିଁକି ଜମିରେ ଧସିବାରେ ଲାଗିଛି ଯୋଶୀମଠ?

#Joshimath  #joshimathsinking #Uttrakhand #trendingviral
zeenews.india.com
Uttarakhand Joshimath Sinking: ହୋଟେଲ, ଘର, ରାସ୍ତାରେ ଦେଖାଯାଉଛି ବିପଜ୍ଜନକ ଫାଟ, କାହିଁକି ଜମିରେ ଧସିବାରେ...
ଉତ୍ତରାଖଣ୍ଡସ୍ଥିତ ଯୋଶୀମଠ ଠାରେ ରହିଥିବା ହୋଟେଲ, ଘର, ରାସ୍ତାରେ ଦେଖାଯାଉଛି ବିପଜ୍ଜନକ ଫାଟ ଦେଖାଯିବାରେ ଲାଗିଛି। ଏହି ଖବର ବର୍ତ୍ତମାନ ଗଣମାଧ୍ୟମରେ ଶିରୋନାମା ପାଲଟିଛି। ଯୋଶୀମଠ ଅଞ୍ଚଳରେ ଜମି ଧସିଯିବା କାରଣରୁ ଅନେକ ସ୍ଥାନରେ ପାଣି...
1
315",,,,1,[],https://twitter.com/ZeeOdisha/status/1610974036720484354
32,Jumla Buster,@FekuBuster,2023-01-05T09:35:22.000Z,"Jumla Buster
@FekuBuster
·
5 Jan","#JoshimathSinking
theprint.in
Modi govt wants to push ahead with Char Dham bypass. Why SC-appointed panel's concerned
Highways ministry approached panel twice this year seeking approval. It refused permission both times, and has told govt that consent of Uttarkhand forest dept is crucial.
1
99",,,1,,['https://pbs.twimg.com/card_img/1616067112912519169/dJUDkpyu?format=jpg&name=small'],https://twitter.com/FekuBuster/status/1610932960097718273
33,India TV Hindi,@IndiaTVHindi,2023-01-05T05:02:12.000Z,"India TV Hindi
@IndiaTVHindi
·
5 Jan","अनिष्ट की आहट..जोशीमठ में बड़ा संकट

कैसे आई घरों में दरार..कैसे धंस गई जमीन?

#Uttarakhand #JoshimathSinking #CMPushkarSinghDhami
India TV
@indiatvnews
#Indiatvlive
3
140",,,,3,"['https://pbs.twimg.com/card_img/1616363107953303552/BEGZGeVq?format=jpg&name=orig', 'https://pbs.twimg.com/profile_images/1494521439881285634/RDPPwemz_mini.png']",https://twitter.com/IndiaTVHindi/status/1610864218781405186
34,India TV Hindi,@IndiaTVHindi,2023-01-05T05:02:12.000Z,"India TV Hindi
@IndiaTVHindi
·
5 Jan","अनिष्ट की आहट..जोशीमठ में बड़ा संकट

कैसे आई घरों में दरार..कैसे धंस गई जमीन?

#Uttarakhand #JoshimathSinking #CMPushkarSinghDhami
5:08
480 viewers
India TV
@indiatvnews
#Indiatvlive
3
140",,,,3,"['https://pbs.twimg.com/card_img/1616363107953303552/BEGZGeVq?format=jpg&name=orig', 'https://pbs.twimg.com/profile_images/1494521439881285634/RDPPwemz_mini.png']",https://twitter.com/IndiaTVHindi/status/1610864218781405186
35,Naresh Panwar,@doohights,2023-01-06T12:09:59.000Z,"Naresh Panwar
@doohights
·
6 Jan","#joshimathsinking why this is happening ? What is the solution now ?
28",,,,,[],https://twitter.com/doohights/status/1611334260236947457
36,Batori 24,@Batori24news,2023-01-06T13:10:04.000Z,"Batori 24
@Batori24news
·
6 Jan","Cracks in houses, families relocated: Severe landslides continue to cause concern in #Joshimath, #Uttarakhand
 #joshimath #joshimathdiaries #uttarakhand #landslide #uttarakhandtourism #joshimathsinking #JoshimathIsSinking
batori24.com
Joshimath Landslide: Cracks in houses, families relocated,NDRF Team deployed
Following land subsidence in Joshimath, Garhwal administration has instructed to immediately deploy a team of NDRF in the town.
1
92",,,,1,['https://pbs.twimg.com/card_img/1614134770400919560/hUXa74X9?format=jpg&name=small'],https://twitter.com/Batori24news/status/1611349382485643269
37,RW • Rishikesh Writings,@RwRishikesh,2023-01-06T16:22:36.000Z,"RW • Rishikesh Writings
@RwRishikesh
·
6 Jan","joshimath update
 1- A temporary rehabilitation center will be built at a safe place in Joshimath
 2-sector and zonal bar plan will be made
 3- The danger zone will be evacuated immediately.
 4-Disaster control room will be activated
 #joshimathsinking
 #SaveJoshimath
55",,,,,[],https://twitter.com/RwRishikesh/status/1611397834196275200
38,Neeraj Rawat,@NeerajR61712562,2023-01-06T15:52:29.000Z,"Neeraj Rawat
@NeerajR61712562
·
6 Jan","They are protesting or alarming the government since so long about their conditions. But as usual #Uttarakhand goverment is so weak always ignored such havoc condition. We will never forget just because of politics innocent PPL of uttarakhand suffer
#Joshimath #joshimathsinking
79",,,,,[],https://twitter.com/NeerajR61712562/status/1611390255944564736
39,Rajneesh Agrawal,@rajneeshagraw13,2023-01-06T05:00:17.000Z,"Rajneesh Agrawal
@rajneeshagraw13
·
6 Jan","https://youtu.be/JalQ5xckLUA
#joshimathsinking Watch debate on 
@1ALOKJOSHI
 With 
@hridayeshjoshi
 N #Atulsati Political activist #Navinjuyal zoological Scientist 
Must watch
youtube.com
Joshimath, gateway to Badrinath, Hemkunt sahib, Valley of flowers is...
जोशीमठ को देवभूमि का द्वार कहा जा सकता है। लेकिन अब यह शहर खुद ही खतरे में है। घरों के नीचे से पानी रिस रहा है, घरों में दरारें पड़ रही हैं और शहर धंसता जा र...
1
22",,,,1,['https://pbs.twimg.com/card_img/1613765861483118593/GFTwl0ZM?format=jpg&name=240x240'],https://twitter.com/rajneeshagraw13/status/1611226123379118080
